link
https://github.com/apache/incubator-ambari
https://github.com/google/closure-stylesheets
https://github.com/apache/incubator-edgent
https://github.com/eclipse/smarthome
https://github.com/apache/asterixdb
https://github.com/apache/crunch
https://github.com/apache/directory-fortress-core
https://github.com/eclipse/californium
https://github.com/eclipse/egit-github
https://github.com/eclipse/gemoc-studio
https://github.com/eclipse/eclipse.jdt.core
https://github.com/spring-projects/spring-loaded
https://github.com/apache/jspwiki
https://github.com/eclipse/jgit
https://github.com/spring-projects/spring-data-solr
https://github.com/apache/hadoop
https://github.com/apache/deltaspike
https://github.com/apache/hive
https://github.com/apache/incubator-myriad
https://github.com/apache/commons-crypto
https://github.com/linkedin/ambry
https://github.com/apache/commons-collections
https://github.com/google/hover
https://github.com/eclipse/cft
https://github.com/eclipse/titan.EclipsePlug-ins
https://github.com/apache/hadoop-mapreduce
https://github.com/apache/phoenix
https://github.com/eclipse/n4js
https://github.com/spring-projects/spring-social-facebook
https://github.com/google/google-java-format
https://github.com/oracle/visualvm
https://github.com/apache/helix
https://github.com/apache/incubator-hudi
https://github.com/Tencent/GT
https://github.com/alexa/alexa-skills-kit-sdk-for-java
https://github.com/apache/usergrid
https://github.com/apache/griffin
https://github.com/eclipse/vorto
https://github.com/apache/incubator-ratis
https://github.com/spring-projects/aws-maven
https://github.com/apache/hadoop-hdfs
https://github.com/apache/creadur-rat
https://github.com/google/closure-compiler
https://github.com/apache/derby
https://github.com/apache/uima-uimafit
https://github.com/spring-projects/spring-social
https://github.com/apache/commons-net
https://github.com/google/auto
https://github.com/SAP/olingo-jpa-processor-v4
https://github.com/google/copybara
https://github.com/apache/commons-dbutils
https://github.com/reactor/reactor-kafka
https://github.com/apache/cloudstack
https://github.com/apache/batik
https://github.com/apache/tomcat
https://github.com/epam/Wilma
https://github.com/apache/commons-jxpath
https://github.com/apache/sqoop
https://github.com/apache/velocity-tools
https://github.com/apache/beam
https://github.com/google/rejoiner
https://github.com/spring-projects/spring-security-oauth
https://github.com/apache/giraph
https://github.com/spring-projects/spring-data-examples
https://github.com/apache/commons-configuration
https://github.com/apache/qpid-proton-j
https://github.com/oracle/pgql-lang
https://github.com/apache/camel
https://github.com/apache/fop
https://github.com/apache/flink
https://github.com/eclipse/triquetrum
https://github.com/uber/uReplicator
https://github.com/apache/james-mime4j
https://github.com/google/MOE
https://github.com/Microsoft/java-debug
https://github.com/apache/calcite-avatica
https://github.com/apache/incubator-taverna-workbench
https://github.com/apache/commons-chain
https://github.com/apache/activemq-apollo
https://github.com/apache/gora
https://github.com/rabbitmq/rabbitmq-java-client
https://github.com/apache/jclouds
https://github.com/spring-projects/eclipse-integration-tcserver
https://github.com/google/closure-templates
https://github.com/apache/cassandra
https://github.com/apache/log4j
https://github.com/IBM/ibm-cos-sdk-java
https://github.com/apache/maven-plugins
https://github.com/spring-projects/spring-boot
https://github.com/eclipse/xtext-core
https://github.com/apache/drill
https://github.com/spring-projects/spring-integration
https://github.com/reactor/reactor-netty
https://github.com/eclipse/eavp
https://github.com/apache/rocketmq
https://github.com/apache/fineract
https://github.com/eclipse/leshan
https://github.com/apache/unomi
https://github.com/apache/incubator-dubbo
https://github.com/eclipse/egit
https://github.com/apache/reef
https://github.com/Microsoft/mssql-jdbc
https://github.com/spring-projects/spring-social-samples
https://github.com/Esri/geoportal-server-harvester
https://github.com/spring-projects/spring-restdocs
https://github.com/Microsoft/team-explorer-everywhere
https://github.com/apache/storm
https://github.com/spring-projects/spring-android
https://github.com/apache/pivot
https://github.com/google/conscrypt
https://github.com/Shopify/mobile-buy-sdk-android
https://github.com/apache/shiro
https://github.com/apache/sis
https://github.com/apache/incubator-tez
https://github.com/Microsoft/malmo
https://github.com/facebook/facebook-java-business-sdk
https://github.com/apache/bval
https://github.com/Esri/arcgis-runtime-samples-android
https://github.com/eclipse/kura
https://github.com/eclipse/golo-lang
https://github.com/eclipse/xtext-idea
https://github.com/apache/zookeeper
https://github.com/Microsoft/azure-maven-plugins
https://github.com/apache/openwebbeans
https://github.com/uber/tchannel-java
https://github.com/apache/groovy
https://github.com/google/gtfs-realtime-bindings
https://github.com/apache/eagle
https://github.com/apache/axis2-java
https://github.com/apache/myfaces-tobago
https://github.com/eclipse/milo
https://github.com/apache/directory-fortress-commander
https://github.com/Microsoft/ApplicationInsights-Java
https://github.com/Tencent/RapidView
https://github.com/apache/manifoldcf
https://github.com/Microsoft/pai
https://github.com/spring-projects/spring-framework
https://github.com/apache/maven
https://github.com/apache/oodt
https://github.com/apache/shindig
https://github.com/spring-projects/spring-data-keyvalue
https://github.com/spring-projects/sts4
https://github.com/eclipse/hawkbit-extensions
https://github.com/eclipse/corrosion
https://github.com/eclipse/jnosql-diana-driver
https://github.com/apache/fineract-cn-customer
https://github.com/apache/felix
https://github.com/apache/struts1
https://github.com/apache/jena
https://github.com/apache/datafu
https://github.com/spring-projects/spring-data-graph
https://github.com/cloudfoundry/uaa
https://github.com/apache/qpid-jms
https://github.com/apache/commons-beanutils
https://github.com/oracle/oci-java-sdk
https://github.com/spring-projects/spring-data-gemfire
https://github.com/alibaba/ARouter
https://github.com/apache/nutch
https://github.com/apache/cayenne
https://github.com/spring-projects/spring-data-commons
https://github.com/apache/velocity-engine
https://github.com/apache/ignite
https://github.com/spring-projects/spring-security
https://github.com/google/agera
https://github.com/apache/geode
